I,V,R,P,mAh,wh,time,Unnamed: 7,SOC
0.0997,3.5863,35.9739,0.3575,1726.9246,6.7254,  17:19:11,,40.21758647028066
0.0996,3.5862,36.0197,0.3571,1727.0493,6.7258,  17:19:15,,40.213325599442506
0.0996,3.5861,36.0075,0.3572,1727.1741,6.7263,  17:19:20,,40.209064728604346
0.0996,3.5861,36.0155,0.3571,1727.299,6.7267,  17:19:24,,40.204803857766194
0.0996,3.586,36.0062,0.3571,1727.4242,6.7272,  17:19:29,,40.200542986928035
0.0995,3.586,36.0523,0.3567,1727.549,6.7276,  17:19:33,,40.196286394072644
0.0995,3.5859,36.0515,0.3567,1727.6742,6.7281,  17:19:38,,40.19202980121725
0.0995,3.5858,36.0248,0.3569,1727.799,6.7285,  17:19:42,,40.18777320836186
0.0997,3.5858,35.9748,0.3574,1727.9242,6.729,  17:19:47,,40.183508059540934
0.0996,3.5857,36.0149,0.357,1728.0493,6.7294,  17:19:51,,40.179247188702774
0.0996,3.5857,36.0141,0.357,1728.1742,6.7298,  17:19:56,,40.17498631786462
0.0995,3.5856,36.0226,0.3569,1728.299,6.7303,  17:20: 0,,40.17072972500923
0.0995,3.5855,36.0421,0.3567,1728.4246,6.7307,  17:20: 5,,40.16647313215383
0.0996,3.5855,36.0011,0.3571,1728.5493,6.7312,  17:20: 9,,40.16221226131568
0.0996,3.5855,36.0035,0.3571,1728.6742,6.7316,  17:20:14,,40.15795139047753
0.0996,3.5854,35.9972,0.3571,1728.7993,6.7321,  17:20:18,,40.15369051963937
0.0996,3.5853,36.0049,0.357,1728.9242,6.7325,  17:20:23,,40.14942964880121
0.0996,3.5853,35.99,0.3572,1729.049,6.733,  17:20:27,,40.14516877796306
0.0997,3.5852,35.9777,0.3573,1729.1737,6.7334,  17:20:32,,40.14090362914213
0.0996,3.5851,36.0004,0.357,1729.2985,6.7339,  17:20:36,,40.13664275830397
0.0995,3.5851,36.049,0.3565,1729.4232,6.7343,  17:20:41,,40.13238616544858
0.0996,3.5851,36.0053,0.357,1729.548,6.7348,  17:20:45,,40.12812529461042
0.0996,3.585,36.0015,0.357,1729.6729,6.7352,  17:20:50,,40.12386442377227
0.0997,3.5849,35.9752,0.3572,1729.798,6.7356,  17:20:54,,40.11959927495134
0.0996,3.5848,36.009,0.3569,1729.9229,6.7361,  17:20:59,,40.11533840411318
0.0996,3.5848,35.9883,0.3571,1730.0476,6.7365,  17:21: 4,,40.11107753327503
0.0996,3.5847,35.9991,0.357,1730.1729,6.737,  17:21: 8,,40.10681666243687
0.0996,3.5847,35.99,0.357,1730.2981,6.7374,  17:21:13,,40.10255579159872
0.0997,3.5846,35.9721,0.3572,1730.4229,6.7379,  17:21:17,,40.09829064277779
0.0996,3.5846,35.9859,0.3571,1730.5476,6.7383,  17:21:22,,40.09402977193963
0.0996,3.5845,35.991,0.357,1730.6727,6.7388,  17:21:26,,40.08976890110147
0.0997,3.5844,35.9586,0.3573,1730.7975,6.7392,  17:21:31,,40.08550375228055
0.0996,3.5843,35.9779,0.3571,1730.9222,6.7397,  17:21:35,,40.08124288144239
0.0996,3.5843,35.998,0.3569,1731.047,6.7401,  17:21:40,,40.07698201060424
0.0996,3.5843,35.9741,0.3571,1731.1724,6.7406,  17:21:44,,40.07272113976608
0.0996,3.5842,35.9939,0.3569,1731.2971,6.741,  17:21:49,,40.06846026892792
0.0996,3.5842,35.9847,0.357,1731.4219,6.7415,  17:21:53,,40.06419939808977
0.0997,3.5841,35.9465,0.3574,1731.5468,6.7419,  17:21:58,,40.05993424926884
0.0997,3.584,35.9633,0.3572,1731.6715,6.7423,  17:22: 2,,40.055669100447915
0.0996,3.584,35.9742,0.3571,1731.7963,6.7428,  17:22: 7,,40.051408229609756
0.0995,3.5839,36.0027,0.3568,1731.9215,6.7432,  17:22:11,,40.047151636754364
0.0996,3.5839,35.9964,0.3568,1732.0463,6.7437,  17:22:16,,40.04289076591621
0.0996,3.5838,35.9695,0.3571,1732.1715,6.7441,  17:22:20,,40.03862989507805
0.0997,3.5837,35.9543,0.3572,1732.2963,6.7446,  17:22:25,,40.034364746257125
0.0995,3.5837,36.0061,0.3567,1732.421,6.745,  17:22:29,,40.030108153401734
0.0996,3.5836,35.9649,0.3571,1732.5458,6.7455,  17:22:34,,40.025847282563575
0.0995,3.5836,36.0166,0.3566,1732.671,6.7459,  17:22:38,,40.021590689708184
0.0995,3.5835,36.0103,0.3566,1732.7963,6.7464,  17:22:43,,40.01733409685279
0.0996,3.5835,35.9661,0.357,1732.9215,6.7468,  17:22:47,,40.01307322601464
0.0996,3.5834,35.9856,0.3568,1733.0463,6.7473,  17:22:52,,40.00881235517648
0.0997,3.5833,35.9533,0.3571,1733.171,6.7477,  17:22:56,,40.004547206355554
0.0997,3.5833,35.9556,0.3571,1733.2958,6.7481,  17:23: 1,,40.000282057534626
0.0997,3.5832,35.9347,0.3573,1733.4207,6.7486,  17:23: 5,,39.9960169087137
0.0997,3.5832,35.9515,0.3571,1733.5454,6.749,  17:23:10,,39.99175175989277
0.0997,3.5831,35.9452,0.3572,1733.671,6.7495,  17:23:14,,39.987486611071844
0.0997,3.583,35.9359,0.3573,1733.7958,6.7499,  17:23:19,,39.98322146225092
0.0997,3.583,35.9471,0.3571,1733.9207,6.7504,  17:23:23,,39.97895631342999
0.0996,3.5829,35.9607,0.357,1734.0459,6.7508,  17:23:28,,39.97469544259183
0.0996,3.5829,35.9575,0.357,1734.1708,6.7513,  17:23:32,,39.97043457175368
0.0997,3.5828,35.9538,0.357,1734.2955,6.7517,  17:23:37,,39.966169422932744
0.0997,3.5828,35.9419,0.3571,1734.4203,6.7522,  17:23:41,,39.961904274111824
0.0996,3.5827,35.9845,0.3567,1734.5455,6.7526,  17:23:46,,39.957643403273664
0.0995,3.5827,36.0044,0.3565,1734.6703,6.7531,  17:23:50,,39.95338681041827
0.0995,3.5826,35.9894,0.3566,1734.795,6.7535,  17:23:55,,39.94913021756288
0.0996,3.5825,35.9713,0.3568,1734.9198,6.7539,  17:23:59,,39.94486934672473
0.0996,3.5824,35.982,0.3567,1735.045,6.7544,  17:24: 4,,39.94060847588657
0.0996,3.5824,35.9732,0.3568,1735.1698,6.7548,  17:24: 8,,39.93634760504841
0.0995,3.5824,35.987,0.3566,1735.2946,6.7553,  17:24:13,,39.93209101219302
0.0996,3.5823,35.9776,0.3567,1735.4194,6.7557,  17:24:17,,39.92783014135487
0.0995,3.5823,35.9858,0.3566,1735.5447,6.7562,  17:24:22,,39.92357354849947
0.0996,3.5822,35.9502,0.3569,1735.6694,6.7566,  17:24:26,,39.91931267766132
0.0997,3.5821,35.9469,0.357,1735.7947,6.7571,  17:24:31,,39.91504752884039
0.0995,3.5821,36.0013,0.3564,1735.9198,6.7575,  17:24:36,,39.910790935985
0.0996,3.582,35.9661,0.3567,1736.0447,6.758,  17:24:40,,39.90653006514684
0.0995,3.582,36.0151,0.3563,1736.1694,6.7584,  17:24:45,,39.90227347229145
0.0995,3.5819,35.9853,0.3565,1736.2942,6.7589,  17:24:49,,39.89801687943606
0.0996,3.5819,35.9702,0.3567,1736.4189,6.7593,  17:24:54,,39.8937560085979
0.0995,3.5818,35.9956,0.3564,1736.5442,6.7597,  17:24:58,,39.889499415742506
0.0995,3.5817,35.9953,0.3564,1736.6689,6.7602,  17:25: 3,,39.885242822887115
0.0996,3.5817,35.9656,0.3567,1736.7937,6.7606,  17:25: 7,,39.88098195204896
0.0996,3.5816,35.9506,0.3568,1736.9189,6.7611,  17:25:12,,39.8767210812108
0.0997,3.5816,35.9386,0.3569,1737.0442,6.7615,  17:25:16,,39.872455932389876
0.0997,3.5815,35.9263,0.357,1737.1689,6.762,  17:25:21,,39.86819078356895
0.0995,3.5815,35.9868,0.3564,1737.2937,6.7624,  17:25:25,,39.86393419071356
0.0996,3.5814,35.9743,0.3565,1737.4185,6.7629,  17:25:30,,39.8596733198754
0.0996,3.5814,35.9567,0.3567,1737.5437,6.7633,  17:25:34,,39.85541244903724
0.0996,3.5813,35.9416,0.3568,1737.6685,6.7638,  17:25:39,,39.85115157819909
0.0996,3.5812,35.9408,0.3568,1737.7937,6.7642,  17:25:43,,39.846890707360934
0.0997,3.5812,35.9258,0.357,1737.9185,6.7647,  17:25:48,,39.84262555854001
0.0996,3.5811,35.9626,0.3566,1738.0437,6.7651,  17:25:52,,39.83836468770185
0.0995,3.5811,35.9884,0.3563,1738.1686,6.7655,  17:25:57,,39.83410809484646
0.0996,3.581,35.9589,0.3566,1738.2933,6.766,  17:26: 1,,39.829847224008304
0.0996,3.581,35.9468,0.3567,1738.4181,6.7664,  17:26: 6,,39.825586353170145
0.0996,3.5809,35.9636,0.3566,1738.5428,6.7669,  17:26:10,,39.821325482331986
0.0997,3.5808,35.9312,0.3569,1738.6681,6.7673,  17:26:15,,39.81706033351106
0.0995,3.5808,35.974,0.3564,1738.7927,6.7678,  17:26:19,,39.81280374065567
0.0997,3.5807,35.9183,0.357,1738.918,6.7682,  17:26:24,,39.80853859183474
0.0995,3.5807,35.973,0.3564,1739.0427,6.7687,  17:26:28,,39.80428199897935
0.0996,3.5806,35.9461,0.3567,1739.1675,6.7691,  17:26:33,,39.800021128141196
0.0997,3.5806,35.9313,0.3568,1739.2922,6.7696,  17:26:37,,39.79575597932026
0.0996,3.5805,35.9595,0.3565,1739.4171,6.77,  17:26:42,,39.79149510848211
0.0995,3.5805,36.0026,0.3561,1739.5419,6.7705,  17:26:46,,39.78723851562672
0.0996,3.5803,35.9377,0.3567,1739.6671,6.7709,  17:26:51,,39.78297764478856
0.0996,3.5803,35.9491,0.3566,1739.7919,6.7713,  17:26:55,,39.77871677395041
0.0996,3.5803,35.9516,0.3565,1739.9171,6.7718,  17:27: 0,,39.77445590311225
0.0996,3.5802,35.9365,0.3567,1740.0419,6.7722,  17:27: 4,,39.77019503227409
0.0996,3.5802,35.9563,0.3565,1740.1672,6.7727,  17:27: 9,,39.765934161435936
0.0995,3.5801,35.9732,0.3563,1740.292,6.7731,  17:27:13,,39.761677568580545
0.0996,3.5801,35.9522,0.3565,1740.4167,6.7736,  17:27:18,,39.757416697742386
0.0995,3.58,35.9778,0.3562,1740.542,6.774,  17:27:22,,39.753160104886994
0.0995,3.5799,35.9858,0.3561,1740.6667,6.7745,  17:27:27,,39.7489035120316
0.0994,3.5799,36.0172,0.3558,1740.7915,6.7749,  17:27:31,,39.74465119715899
0.0996,3.5798,35.9383,0.3566,1740.9163,6.7754,  17:27:36,,39.74039032632083
0.0996,3.5798,35.9436,0.3565,1741.041,6.7758,  17:27:40,,39.73612945548267
0.0996,3.5797,35.9488,0.3565,1741.1659,6.7762,  17:27:45,,39.731868584644516
0.0996,3.5797,35.9427,0.3565,1741.291,6.7767,  17:27:49,,39.727607713806364
0.0996,3.5796,35.9247,0.3567,1741.4159,6.7771,  17:27:54,,39.723346842968205
0.0996,3.5796,35.9242,0.3567,1741.5413,6.7776,  17:27:59,,39.719085972130046
0.0996,3.5795,35.9262,0.3566,1741.666,6.778,  17:28: 3,,39.71482510129189
0.0996,3.5794,35.9489,0.3564,1741.7913,6.7785,  17:28: 8,,39.71056423045374
0.0995,3.5794,35.9629,0.3563,1741.916,6.7789,  17:28:12,,39.70630763759834
0.0995,3.5793,35.9594,0.3563,1742.0408,6.7794,  17:28:17,,39.70205104474295
0.0995,3.5793,35.9644,0.3562,1742.1655,6.7798,  17:28:21,,39.69779445188756
0.0996,3.5792,35.9437,0.3564,1742.2903,6.7803,  17:28:26,,39.69353358104941
0.0995,3.5792,35.9635,0.3562,1742.415,6.7807,  17:28:30,,39.68927698819401
0.0996,3.5791,35.9282,0.3565,1742.5399,6.7812,  17:28:35,,39.68501611735586
0.0997,3.579,35.9069,0.3567,1742.6647,6.7816,  17:28:39,,39.68075096853493
0.0997,3.579,35.9068,0.3567,1742.7894,6.782,  17:28:44,,39.676485819714
0.0996,3.5789,35.9263,0.3565,1742.9142,6.7825,  17:28:48,,39.672224948875844
0.0996,3.5788,35.9371,0.3564,1743.0394,6.7829,  17:28:53,,39.667964078037684
0.0996,3.5788,35.9196,0.3566,1743.1642,6.7834,  17:28:57,,39.66370320719953
0.0996,3.5788,35.945,0.3563,1743.2889,6.7838,  17:29: 2,,39.65944233636138
0.0997,3.5787,35.8953,0.3568,1743.4142,6.7843,  17:29: 6,,39.655177187540446
0.0997,3.5786,35.8976,0.3568,1743.5389,6.7847,  17:29:11,,39.65091203871952
0.0996,3.5786,35.9466,0.3563,1743.6637,6.7852,  17:29:15,,39.646651167881366
0.0996,3.5785,35.9168,0.3565,1743.7891,6.7856,  17:29:20,,39.642390297043214
0.0997,3.5785,35.902,0.3567,1743.9138,6.7861,  17:29:24,,39.63812514822228
0.0997,3.5784,35.8869,0.3568,1744.0387,6.7865,  17:29:29,,39.63385999940135
0.0995,3.5784,35.9527,0.3562,1744.1635,6.787,  17:29:33,,39.62960340654596
0.0996,3.5783,35.9176,0.3565,1744.2882,6.7874,  17:29:38,,39.62534253570781
0.0996,3.5783,35.9111,0.3565,1744.413,6.7878,  17:29:42,,39.62108166486965
0.0996,3.5782,35.9193,0.3565,1744.5377,6.7883,  17:29:47,,39.61682079403149
0.0996,3.5782,35.942,0.3562,1744.6625,6.7887,  17:29:51,,39.61255992319334
0.0996,3.5781,35.93,0.3563,1744.7874,6.7892,  17:29:56,,39.608299052355186
0.0996,3.5781,35.9176,0.3564,1744.9125,6.7896,  17:30: 0,,39.604038181517026
0.0996,3.578,35.914,0.3565,1745.0374,6.7901,  17:30: 5,,39.59977731067887
0.0995,3.5779,35.9482,0.3561,1745.1621,6.7905,  17:30: 9,,39.595520717823476
0.0997,3.5778,35.904,0.3565,1745.2875,6.791,  17:30:14,,39.59125556900255
0.0996,3.5778,35.9154,0.3564,1745.4122,6.7914,  17:30:18,,39.586994698164396
0.0996,3.5778,35.9235,0.3563,1745.537,6.7919,  17:30:23,,39.58273382732624
0.0997,3.5777,35.9029,0.3565,1745.6617,6.7923,  17:30:27,,39.57846867850531
0.0996,3.5776,35.9048,0.3565,1745.7865,6.7927,  17:30:32,,39.57420780766716
0.0996,3.5776,35.9159,0.3564,1745.9113,6.7932,  17:30:36,,39.569946936829
0.0996,3.5776,35.927,0.3562,1746.0365,6.7936,  17:30:41,,39.56568606599084
0.0996,3.5775,35.9062,0.3564,1746.1617,6.7941,  17:30:45,,39.56142519515269
0.0996,3.5774,35.9056,0.3564,1746.2865,6.7945,  17:30:50,,39.55716432431453
0.0995,3.5774,35.9426,0.3561,1746.4114,6.795,  17:30:54,,39.552907731459136
0.0996,3.5773,35.9073,0.3564,1746.5361,6.7954,  17:30:59,,39.548646860620984
0.0996,3.5773,35.9242,0.3562,1746.6609,6.7959,  17:31: 3,,39.544385989782825
0.0996,3.5773,35.9009,0.3564,1746.7856,6.7963,  17:31: 8,,39.54012511894467
0.0996,3.5772,35.9,0.3564,1746.9104,6.7968,  17:31:12,,39.53586424810652
0.0997,3.5771,35.8618,0.3568,1747.0352,6.7972,  17:31:17,,39.531599099285586
0.0996,3.577,35.9249,0.3562,1747.1605,6.7977,  17:31:21,,39.52733822844743
0.0996,3.577,35.9042,0.3564,1747.2853,6.7981,  17:31:26,,39.523077357609274
0.0996,3.577,35.9182,0.3562,1747.4102,6.7985,  17:31:30,,39.51881648677112
0.0996,3.5769,35.9147,0.3562,1747.5353,6.799,  17:31:35,,39.51455561593296
0.0996,3.5768,35.9197,0.3562,1747.6602,6.7994,  17:31:39,,39.51029474509481
0.0996,3.5768,35.9077,0.3563,1747.7849,6.7999,  17:31:44,,39.50603387425665
0.0996,3.5767,35.91,0.3562,1747.9097,6.8003,  17:31:48,,39.50177300341849
0.0995,3.5766,35.944,0.3559,1748.0344,6.8008,  17:31:53,,39.49751641056311
0.0996,3.5766,35.9231,0.3561,1748.1592,6.8012,  17:31:57,,39.49325553972495
0.0996,3.5765,35.9139,0.3562,1748.2839,6.8017,  17:32: 2,,39.48899466888679
0.0996,3.5765,35.9221,0.3561,1748.4092,6.8021,  17:32: 6,,39.48473379804863
0.0996,3.5764,35.9043,0.3563,1748.5339,6.8026,  17:32:11,,39.48047292721048
0.0995,3.5764,35.9298,0.356,1748.6592,6.803,  17:32:15,,39.47621633435509
0.0996,3.5763,35.9034,0.3562,1748.7839,6.8034,  17:32:20,,39.471955463516935
0.0995,3.5763,35.9319,0.356,1748.9088,6.8039,  17:32:25,,39.467698870661536
0.0996,3.5762,35.9051,0.3562,1749.0339,6.8043,  17:32:29,,39.463437999823384
0.0996,3.5762,35.8989,0.3563,1749.1588,6.8048,  17:32:34,,39.45917712898523
0.0996,3.5761,35.907,0.3562,1749.2836,6.8052,  17:32:38,,39.45491625814707
0.0996,3.5761,35.9207,0.356,1749.4088,6.8057,  17:32:43,,39.45065538730891
0.0994,3.576,35.9725,0.3555,1749.5336,6.8061,  17:32:47,,39.44640307243629
0.0995,3.5759,35.9254,0.3559,1749.6583,6.8066,  17:32:52,,39.442146479580906
0.0996,3.5759,35.9161,0.356,1749.7831,6.807,  17:32:56,,39.43788560874275
0.0996,3.5758,35.9099,0.3561,1749.9083,6.8075,  17:33: 1,,39.43362473790459
0.0996,3.5758,35.9096,0.3561,1750.0331,6.8079,  17:33: 5,,39.429363867066435
0.0996,3.5758,35.9119,0.356,1750.1578,6.8084,  17:33:10,,39.425102996228276
0.0996,3.5757,35.9139,0.356,1750.2827,6.8088,  17:33:14,,39.420842125390124
0.0997,3.5757,35.882,0.3563,1750.4075,6.8092,  17:33:19,,39.416576976569196
0.0996,3.5756,35.9128,0.356,1750.5322,6.8097,  17:33:23,,39.41231610573104
0.0995,3.5755,35.9355,0.3558,1750.657,6.8101,  17:33:28,,39.408059512875646
0.0995,3.5755,35.9205,0.3559,1750.7822,6.8106,  17:33:32,,39.403802920020254
0.0996,3.5754,35.8909,0.3562,1750.9075,6.811,  17:33:37,,39.3995420491821
0.0996,3.5753,35.8875,0.3562,1751.0322,6.8115,  17:33:41,,39.39528117834394
0.0996,3.5753,35.8841,0.3562,1751.157,6.8119,  17:33:46,,39.391020307505784
0.0995,3.5752,35.9268,0.3558,1751.2817,6.8124,  17:33:50,,39.3867637146504
0.0996,3.5752,35.8888,0.3562,1751.4065,6.8128,  17:33:55,,39.38250284381224
0.0996,3.5751,35.8997,0.356,1751.5314,6.8133,  17:33:59,,39.37824197297408
0.0996,3.5751,35.8877,0.3561,1751.6561,6.8137,  17:34: 4,,39.37398110213592
0.0996,3.575,35.9073,0.3559,1751.7809,6.8141,  17:34: 8,,39.36972023129777
0.0995,3.5749,35.9153,0.3558,1751.9056,6.8146,  17:34:13,,39.36546363844238
0.0996,3.5749,35.8949,0.356,1752.0304,6.815,  17:34:17,,39.361202767604226
0.0997,3.5749,35.8597,0.3564,1752.1552,6.8155,  17:34:22,,39.35693761878329
0.0996,3.5748,35.8996,0.356,1752.28,6.8159,  17:34:26,,39.35267674794514
0.0996,3.5747,35.8787,0.3562,1752.4048,6.8164,  17:34:31,,39.34841587710699
0.0996,3.5747,35.8898,0.356,1752.5295,6.8168,  17:34:35,,39.34415500626883
0.0995,3.5747,35.9153,0.3558,1752.6543,6.8173,  17:34:40,,39.33989841341343
0.0996,3.5746,35.8798,0.3561,1752.7797,6.8177,  17:34:44,,39.33563754257528
0.0997,3.5745,35.8709,0.3562,1752.9044,6.8182,  17:34:49,,39.33137239375435
0.0997,3.5745,35.8701,0.3562,1753.0292,6.8186,  17:34:53,,39.32710724493342
0.0995,3.5744,35.9073,0.3558,1753.1539,6.819,  17:34:58,,39.32285065207803
0.0996,3.5743,35.892,0.356,1753.2788,6.8195,  17:35: 2,,39.31858978123988
0.0995,3.5743,35.9206,0.3557,1753.4036,6.8199,  17:35: 7,,39.31433318838448
0.0995,3.5743,35.923,0.3556,1753.5283,6.8204,  17:35:11,,39.31007659552909
0.0996,3.5742,35.8994,0.3559,1753.6531,6.8208,  17:35:16,,39.30581572469094
0.0996,3.5741,35.8812,0.356,1753.7778,6.8213,  17:35:20,,39.30155485385278
0.0995,3.5741,35.9386,0.3554,1753.9031,6.8217,  17:35:25,,39.29729826099739
0.0995,3.574,35.9177,0.3556,1754.0278,6.8222,  17:35:29,,39.293041668141996
0.0996,3.574,35.8738,0.3561,1754.1536,6.8226,  17:35:34,,39.28878079730384
0.0994,3.5739,35.9487,0.3553,1754.2783,6.8231,  17:35:38,,39.28452848243122
0.0996,3.5739,35.8845,0.3559,1754.4031,6.8235,  17:35:43,,39.28026761159306
0.0996,3.5738,35.8893,0.3559,1754.5278,6.824,  17:35:47,,39.2760067407549
0.0996,3.5738,35.8947,0.3558,1754.6531,6.8244,  17:35:52,,39.27174586991675
0.0996,3.5737,35.8857,0.3559,1754.7778,6.8248,  17:35:56,,39.2674849990786
0.0995,3.5737,35.9052,0.3557,1754.9026,6.8253,  17:36: 1,,39.263228406223206
0.0996,3.5736,35.8703,0.356,1755.0275,6.8257,  17:36: 5,,39.25896753538505
0.0996,3.5736,35.8871,0.3559,1755.1522,6.8262,  17:36:10,,39.25470666454689
0.0996,3.5735,35.8748,0.356,1755.277,6.8266,  17:36:14,,39.250445793708735
0.0995,3.5735,35.9004,0.3557,1755.4017,6.8271,  17:36:19,,39.246189200853344
0.0996,3.5734,35.8682,0.356,1755.5265,6.8275,  17:36:23,,39.241928330015185
0.0996,3.5733,35.8615,0.3561,1755.6512,6.828,  17:36:28,,39.237667459177025
0.0997,3.5733,35.8554,0.3561,1755.7761,6.8284,  17:36:32,,39.233402310356105
0.0995,3.5732,35.8952,0.3557,1755.9009,6.8289,  17:36:37,,39.229145717500714
0.0996,3.5732,35.8831,0.3558,1756.0256,6.8293,  17:36:41,,39.224884846662555
0.0997,3.5731,35.8479,0.3561,1756.1504,6.8297,  17:36:46,,39.22061969784163
0.0995,3.5731,35.9052,0.3556,1756.2756,6.8302,  17:36:50,,39.216363104986236
0.0995,3.573,35.9044,0.3556,1756.4004,6.8306,  17:36:55,,39.212106512130845
0.0996,3.5729,35.8778,0.3558,1756.5261,6.8311,  17:37: 0,,39.207845641292685
0.0996,3.5729,35.8801,0.3558,1756.6509,6.8315,  17:37: 4,,39.20358477045453
0.0995,3.5728,35.9144,0.3554,1756.7761,6.832,  17:37: 9,,39.19932817759914
0.0996,3.5728,35.8763,0.3558,1756.9009,6.8324,  17:37:13,,39.19506730676098
0.0996,3.5728,35.8674,0.3559,1757.0256,6.8329,  17:37:18,,39.19080643592282
0.0996,3.5727,35.8665,0.3559,1757.1504,6.8333,  17:37:22,,39.18654556508467
0.0996,3.5726,35.8601,0.3559,1757.2751,6.8338,  17:37:27,,39.18228469424652
0.0997,3.5726,35.8509,0.356,1757.4,6.8342,  17:37:31,,39.178019545425585
0.0995,3.5725,35.8879,0.3556,1757.5248,6.8347,  17:37:36,,39.17376295257019
0.0997,3.5724,35.8499,0.356,1757.65,6.8351,  17:37:40,,39.169497803749266
0.0996,3.5724,35.8691,0.3558,1757.7748,6.8355,  17:37:45,,39.165236932911114
0.0996,3.5723,35.8514,0.356,1757.8995,6.836,  17:37:49,,39.160976062072955
0.0996,3.5723,35.8538,0.3559,1758.0243,6.8364,  17:37:54,,39.156715191234795
0.0996,3.5722,35.879,0.3557,1758.149,6.8369,  17:37:58,,39.15245432039664
0.0996,3.5722,35.8529,0.3559,1758.2738,6.8373,  17:38: 3,,39.14819344955849
0.0996,3.5721,35.8637,0.3558,1758.399,6.8378,  17:38: 7,,39.14393257872033
0.0996,3.572,35.8545,0.3559,1758.5243,6.8382,  17:38:12,,39.13967170788217
0.0996,3.572,35.8683,0.3557,1758.649,6.8387,  17:38:16,,39.13541083704402
0.0996,3.5719,35.8678,0.3557,1758.7738,6.8391,  17:38:21,,39.13114996620586
0.0996,3.5719,35.87,0.3557,1758.8987,6.8396,  17:38:25,,39.12688909536771
0.0996,3.5718,35.8784,0.3556,1759.0234,6.84,  17:38:30,,39.12262822452956
0.0997,3.5718,35.8286,0.3561,1759.1482,6.8404,  17:38:34,,39.11836307570862
0.0996,3.5717,35.8541,0.3558,1759.2729,6.8409,  17:38:39,,39.11410220487046
0.0997,3.5716,35.8389,0.3559,1759.3977,6.8413,  17:38:43,,39.10983705604954
0.0997,3.5716,35.8212,0.3561,1759.5225,6.8418,  17:38:48,,39.105571907228615
0.0996,3.5715,35.8664,0.3556,1759.6477,6.8422,  17:38:52,,39.101311036390456
0.0996,3.5715,35.8605,0.3557,1759.7729,6.8427,  17:38:57,,39.0970501655523
0.0996,3.5714,35.8655,0.3556,1759.8982,6.8431,  17:39: 1,,39.092789294714144
0.0995,3.5714,35.8824,0.3555,1760.0229,6.8436,  17:39: 6,,39.08853270185875
0.0996,3.5713,35.8529,0.3557,1760.1477,6.844,  17:39:10,,39.084271831020594
0.0995,3.5713,35.8756,0.3555,1760.2734,6.8445,  17:39:15,,39.0800152381652
0.0996,3.5712,35.8662,0.3556,1760.3982,6.8449,  17:39:19,,39.07575436732705
0.0996,3.5712,35.8513,0.3557,1760.5229,6.8454,  17:39:24,,39.07149349648889
0.0995,3.5711,35.8852,0.3554,1760.6477,6.8458,  17:39:28,,39.0672369036335
0.0994,3.571,35.9164,0.3551,1760.7729,6.8463,  17:39:33,,39.06298458876088
0.0996,3.571,35.8521,0.3557,1760.8977,6.8467,  17:39:37,,39.058723717922724
0.0996,3.5709,35.8631,0.3556,1761.0226,6.8471,  17:39:42,,39.05446284708457
0.0996,3.5708,35.8539,0.3556,1761.1473,6.8476,  17:39:46,,39.05020197624641
0.0996,3.5708,35.8591,0.3556,1761.2721,6.848,  17:39:51,,39.045941105408254
0.0997,3.5707,35.8097,0.3561,1761.3969,6.8485,  17:39:55,,39.041675956587326
0.0996,3.5707,35.8438,0.3557,1761.5221,6.8489,  17:40: 0,,39.037415085749174
0.0996,3.5706,35.843,0.3557,1761.6473,6.8494,  17:40: 4,,39.033154214911015
0.0995,3.5706,35.8944,0.3552,1761.7721,6.8498,  17:40: 9,,39.028897622055624
0.0996,3.5705,35.8446,0.3557,1761.8969,6.8503,  17:40:13,,39.024636751217464
0.0995,3.5704,35.8758,0.3553,1762.0216,6.8507,  17:40:18,,39.02038015836208
0.0995,3.5704,35.8783,0.3553,1762.1473,6.8512,  17:40:23,,39.01612356550668
0.0995,3.5703,35.8863,0.3552,1762.2721,6.8516,  17:40:27,,39.01186697265129
0.0995,3.5702,35.8854,0.3552,1762.3969,6.852,  17:40:32,,39.0076103797959
0.0996,3.5702,35.8387,0.3557,1762.5216,6.8525,  17:40:36,,39.00334950895775
0.0996,3.5701,35.8412,0.3556,1762.6465,6.8529,  17:40:41,,38.99908863811959
0.0994,3.5701,35.9043,0.355,1762.7712,6.8534,  17:40:45,,38.994836323246965
0.0995,3.57,35.8979,0.355,1762.896,6.8538,  17:40:50,,38.99057973039158
0.0995,3.57,35.8654,0.3553,1763.0208,6.8543,  17:40:54,,38.98632313753618
0.0996,3.5699,35.8535,0.3555,1763.1455,6.8547,  17:40:59,,38.98206226669802
0.0996,3.5699,35.8414,0.3556,1763.2708,6.8552,  17:41: 3,,38.97780139585987
0.0995,3.5698,35.8871,0.3551,1763.396,6.8556,  17:41: 8,,38.97354480300448
0.0996,3.5698,35.8432,0.3555,1763.5208,6.8561,  17:41:12,,38.96928393216632
0.0995,3.5697,35.88,0.3552,1763.6455,6.8565,  17:41:17,,38.96502733931093
0.0996,3.5697,35.8362,0.3556,1763.7708,6.857,  17:41:21,,38.96076646847278
0.0995,3.5696,35.8615,0.3553,1763.8955,6.8574,  17:41:26,,38.956509875617385
0.0994,3.5695,35.8986,0.3549,1764.0212,6.8578,  17:41:30,,38.95225756074476
0.0996,3.5695,35.8488,0.3554,1764.146,6.8583,  17:41:35,,38.9479966899066
