I,V,R,P,mAh,wh,time,
0.0995,2.9720,29.8602,0.2958,2716.2363,10.0246,  27:15: 1,
0.0996,2.9718,29.8317,0.2960,2716.3608,10.0250,  27:15: 5,
0.0996,2.9717,29.8448,0.2959,2716.4854,10.0254,  27:15:10,
0.0995,2.9715,29.8646,0.2957,2716.6099,10.0257,  27:15:14,
0.0994,2.9713,29.8826,0.2955,2716.7344,10.0261,  27:15:19,
0.0994,2.9711,29.8782,0.2955,2716.8599,10.0265,  27:15:23,
0.0995,2.9710,29.8522,0.2957,2716.9844,10.0269,  27:15:28,
0.0996,2.9708,29.8317,0.2959,2717.1089,10.0272,  27:15:32,
0.0995,2.9707,29.8468,0.2957,2717.2334,10.0276,  27:15:37,
0.0996,2.9705,29.8351,0.2957,2717.3584,10.0280,  27:15:41,
0.0996,2.9703,29.8121,0.2959,2717.4832,10.0283,  27:15:46,
0.0996,2.9701,29.8104,0.2959,2717.6079,10.0287,  27:15:50,
0.0996,2.9700,29.8280,0.2957,2717.7329,10.0291,  27:15:55,
0.0997,2.9698,29.7950,0.2960,2717.8574,10.0295,  27:15:59,
0.0996,2.9696,29.8054,0.2959,2717.9819,10.0298,  27:16: 4,
0.0996,2.9695,29.8135,0.2958,2718.1064,10.0302,  27:16: 8,
0.0996,2.9693,29.8067,0.2958,2718.2312,10.0306,  27:16:13,
0.0997,2.9691,29.7813,0.2960,2718.3564,10.0309,  27:16:17,
0.0997,2.9689,29.7671,0.2961,2718.4814,10.0313,  27:16:22,
0.0996,2.9688,29.8135,0.2956,2718.6064,10.0317,  27:16:26,
0.0996,2.9686,29.7928,0.2958,2718.7317,10.0321,  27:16:31,
0.0997,2.9684,29.7695,0.2960,2718.8569,10.0324,  27:16:35,
0.0995,2.9683,29.8230,0.2954,2718.9819,10.0328,  27:16:40,
0.0996,2.9681,29.8095,0.2955,2719.1069,10.0332,  27:16:44,
0.0996,2.9680,29.8125,0.2955,2719.2314,10.0336,  27:16:49,
0.0996,2.9678,29.8084,0.2955,2719.3569,10.0339,  27:16:54,
0.0996,2.9676,29.8070,0.2955,2719.4814,10.0343,  27:16:58,
0.0996,2.9675,29.8052,0.2954,2719.6062,10.0347,  27:17: 3,
0.0995,2.9673,29.8253,0.2952,2719.7307,10.0350,  27:17: 7,
0.0996,2.9672,29.7925,0.2955,2719.8557,10.0354,  27:17:12,
0.0996,2.9670,29.7905,0.2955,2719.9802,10.0358,  27:17:16,
0.0996,2.9668,29.7989,0.2954,2720.1050,10.0362,  27:17:21,
0.0996,2.9666,29.7871,0.2955,2720.2297,10.0365,  27:17:25,
0.0996,2.9665,29.7711,0.2956,2720.3545,10.0369,  27:17:30,
0.0995,2.9663,29.8077,0.2952,2720.4790,10.0373,  27:17:34,
0.0995,2.9661,29.8062,0.2952,2720.6040,10.0376,  27:17:39,
0.0996,2.9659,29.7729,0.2955,2720.7288,10.0380,  27:17:43,
0.0995,2.9658,29.8193,0.2950,2720.8533,10.0384,  27:17:48,
0.0996,2.9656,29.7819,0.2953,2720.9778,10.0387,  27:17:52,
0.0997,2.9655,29.7586,0.2955,2721.1025,10.0391,  27:17:57,
0.0995,2.9653,29.8170,0.2949,2721.2271,10.0395,  27:18: 1,
0.0995,2.9651,29.8029,0.2950,2721.3516,10.0399,  27:18: 6,
0.0995,2.9649,29.7917,0.2951,2721.4768,10.0402,  27:18:10,
0.0997,2.9648,29.7399,0.2956,2721.6016,10.0406,  27:18:15,
0.0997,2.9646,29.7284,0.2956,2721.7271,10.0410,  27:18:19,
0.0997,2.9644,29.7411,0.2955,2721.8518,10.0413,  27:18:24,
0.0997,2.9642,29.7368,0.2955,2721.9768,10.0417,  27:18:28,
0.0996,2.9641,29.7639,0.2952,2722.1018,10.0421,  27:18:33,
0.0996,2.9639,29.7479,0.2953,2722.2266,10.0424,  27:18:37,
0.0998,2.9637,29.7050,0.2957,2722.3513,10.0428,  27:18:42,
0.0996,2.9636,29.7515,0.2952,2722.4768,10.0432,  27:18:46,
0.0995,2.9634,29.7834,0.2949,2722.6013,10.0436,  27:18:51,
0.0996,2.9632,29.7506,0.2951,2722.7258,10.0439,  27:18:55,
0.0995,2.9630,29.7702,0.2949,2722.8506,10.0443,  27:19: 0,
0.0996,2.9629,29.7517,0.2951,2722.9751,10.0447,  27:19: 4,
0.0997,2.9627,29.7236,0.2953,2723.1001,10.0450,  27:19: 9,
0.0997,2.9625,29.7196,0.2953,2723.2249,10.0454,  27:19:13,
0.0997,2.9623,29.7246,0.2952,2723.3499,10.0458,  27:19:18,
0.0997,2.9622,29.7234,0.2952,2723.4744,10.0461,  27:19:22,
0.0995,2.9620,29.7577,0.2948,2723.5989,10.0465,  27:19:27,
0.0997,2.9618,29.7129,0.2952,2723.7236,10.0469,  27:19:31,
0.0996,2.9617,29.7446,0.2949,2723.8486,10.0472,  27:19:36,
0.0997,2.9615,29.7190,0.2951,2723.9731,10.0476,  27:19:40,
0.0997,2.9613,29.7077,0.2952,2724.0977,10.0480,  27:19:45,
0.0996,2.9612,29.7325,0.2949,2724.2222,10.0483,  27:19:49,
0.0995,2.9610,29.7476,0.2947,2724.3474,10.0487,  27:19:54,
0.0996,2.9608,29.7145,0.2950,2724.4719,10.0491,  27:19:58,
0.0996,2.9606,29.7150,0.2950,2724.5964,10.0494,  27:20: 3,
0.0996,2.9605,29.7328,0.2948,2724.7209,10.0498,  27:20: 7,
0.0996,2.9603,29.7119,0.2949,2724.8462,10.0502,  27:20:12,
0.0997,2.9602,29.7030,0.2950,2724.9707,10.0505,  27:20:16,
0.0995,2.9599,29.7584,0.2944,2725.0955,10.0509,  27:20:21,
0.0995,2.9598,29.7473,0.2945,2725.2202,10.0513,  27:20:25,
0.0996,2.9596,29.7288,0.2946,2725.3450,10.0516,  27:20:30,
0.0996,2.9594,29.7007,0.2949,2725.4697,10.0520,  27:20:34,
0.0996,2.9592,29.7153,0.2947,2725.5942,10.0524,  27:20:39,
0.0996,2.9591,29.7116,0.2947,2725.7188,10.0527,  27:20:43,
0.0996,2.9589,29.7219,0.2946,2725.8433,10.0531,  27:20:48,
0.0996,2.9588,29.7177,0.2946,2725.9678,10.0535,  27:20:52,
0.0996,2.9586,29.6919,0.2948,2726.0925,10.0538,  27:20:57,
0.0996,2.9584,29.6900,0.2948,2726.2178,10.0542,  27:21: 2,
0.0996,2.9582,29.6933,0.2947,2726.3428,10.0546,  27:21: 6,
0.0996,2.9580,29.7128,0.2945,2726.4675,10.0549,  27:21:11,
0.0995,2.9579,29.7254,0.2943,2726.5920,10.0553,  27:21:15,
0.0996,2.9577,29.6880,0.2947,2726.7166,10.0557,  27:21:20,
0.0995,2.9575,29.7220,0.2943,2726.8411,10.0560,  27:21:24,
0.0996,2.9574,29.6940,0.2945,2726.9656,10.0564,  27:21:29,
0.0995,2.9572,29.7066,0.2944,2727.0908,10.0568,  27:21:33,
0.0995,2.9570,29.7147,0.2943,2727.2153,10.0571,  27:21:38,
0.0996,2.9569,29.6985,0.2944,2727.3401,10.0575,  27:21:42,
0.0995,2.9567,29.7017,0.2943,2727.4648,10.0579,  27:21:47,
0.0995,2.9565,29.7000,0.2943,2727.5896,10.0582,  27:21:51,
0.0996,2.9563,29.6934,0.2943,2727.7141,10.0586,  27:21:56,
0.0997,2.9562,29.6509,0.2947,2727.8394,10.0590,  27:22: 0,
0.0996,2.9560,29.6754,0.2944,2727.9641,10.0593,  27:22: 5,
0.0996,2.9558,29.6854,0.2943,2728.0896,10.0597,  27:22: 9,
0.0995,2.9556,29.7006,0.2941,2728.2144,10.0601,  27:22:14,
0.0995,2.9555,29.7132,0.2940,2728.3389,10.0604,  27:22:18,
0.0995,2.9553,29.6971,0.2941,2728.4634,10.0608,  27:22:23,
0.0995,2.9551,29.6860,0.2942,2728.5884,10.0612,  27:22:27,
0.0996,2.9549,29.6769,0.2942,2728.7129,10.0615,  27:22:32,
0.0995,2.9548,29.6971,0.2940,2728.8381,10.0619,  27:22:36,
0.0996,2.9546,29.6711,0.2942,2728.9631,10.0623,  27:22:41,
0.0995,2.9544,29.6883,0.2940,2729.0876,10.0626,  27:22:45,
0.0995,2.9542,29.6818,0.2940,2729.2141,10.0630,  27:22:50,
0.0996,2.9541,29.6659,0.2942,2729.3386,10.0634,  27:22:54,
0.0996,2.9539,29.6616,0.2942,2729.4631,10.0637,  27:22:59,
0.0996,2.9537,29.6504,0.2942,2729.5879,10.0641,  27:23: 3,
0.0996,2.9535,29.6629,0.2941,2729.7126,10.0645,  27:23: 8,
0.0996,2.9533,29.6490,0.2942,2729.8372,10.0648,  27:23:12,
0.0994,2.9532,29.7068,0.2936,2729.9629,10.0652,  27:23:17,
0.0996,2.9530,29.6551,0.2941,2730.0876,10.0656,  27:23:21,
0.0995,2.9528,29.6628,0.2939,2730.2122,10.0659,  27:23:26,
0.0995,2.9527,29.6613,0.2939,2730.3367,10.0663,  27:23:30,
0.0997,2.9525,29.6282,0.2942,2730.4614,10.0667,  27:23:35,
0.0996,2.9523,29.6364,0.2941,2730.5859,10.0670,  27:23:39,
0.0995,2.9521,29.6628,0.2938,2730.7104,10.0674,  27:23:44,
0.0996,2.9519,29.6325,0.2941,2730.8354,10.0678,  27:23:48,
0.0995,2.9518,29.6569,0.2938,2730.9602,10.0681,  27:23:53,
0.0997,2.9516,29.6169,0.2941,2731.0852,10.0685,  27:23:57,
0.0995,2.9514,29.6488,0.2938,2731.2109,10.0689,  27:24: 2,
0.0996,2.9512,29.6373,0.2939,2731.3362,10.0692,  27:24: 7,
0.0996,2.9510,29.6163,0.2940,2731.4612,10.0696,  27:24:11,
0.0996,2.9509,29.6313,0.2939,2731.5857,10.0700,  27:24:16,
0.0996,2.9507,29.6224,0.2939,2731.7107,10.0703,  27:24:20,
0.0997,2.9505,29.6035,0.2941,2731.8362,10.0707,  27:24:25,
0.0996,2.9503,29.6212,0.2939,2731.9604,10.0711,  27:24:29,
0.0996,2.9502,29.6172,0.2939,2732.0850,10.0714,  27:24:34,
0.0996,2.9500,29.6129,0.2939,2732.2095,10.0718,  27:24:38,
0.0998,2.9498,29.5705,0.2943,2732.3342,10.0722,  27:24:43,
0.0996,2.9496,29.6115,0.2938,2732.4590,10.0725,  27:24:47,
0.0996,2.9494,29.6240,0.2937,2732.5837,10.0729,  27:24:52,
0.0995,2.9493,29.6343,0.2935,2732.7085,10.0733,  27:24:56,
0.0997,2.9491,29.5943,0.2939,2732.8330,10.0736,  27:25: 1,
0.0997,2.9489,29.5833,0.2940,2732.9575,10.0740,  27:25: 5,
0.0996,2.9488,29.6171,0.2936,2733.0823,10.0744,  27:25:10,
0.0996,2.9485,29.6056,0.2937,2733.2070,10.0747,  27:25:14,
0.0996,2.9484,29.6017,0.2937,2733.3315,10.0751,  27:25:19,
0.0996,2.9482,29.6070,0.2936,2733.4568,10.0755,  27:25:23,
0.0997,2.9480,29.5696,0.2939,2733.5813,10.0758,  27:25:28,
0.0996,2.9478,29.5913,0.2937,2733.7068,10.0762,  27:25:32,
0.0996,2.9477,29.5895,0.2936,2733.8313,10.0766,  27:25:37,
0.0996,2.9475,29.5831,0.2937,2733.9565,10.0769,  27:25:41,
0.0996,2.9473,29.5792,0.2937,2734.0815,10.0773,  27:25:46,
0.0995,2.9471,29.6083,0.2934,2734.2063,10.0777,  27:25:50,
0.0995,2.9470,29.6112,0.2933,2734.3306,10.0780,  27:25:55,
0.0997,2.9468,29.5571,0.2938,2734.4551,10.0784,  27:25:59,
0.0997,2.9466,29.5576,0.2937,2734.5796,10.0788,  27:26: 4,
0.0996,2.9464,29.5962,0.2933,2734.7041,10.0791,  27:26: 8,
0.0997,2.9462,29.5587,0.2937,2734.8291,10.0795,  27:26:13,
0.0995,2.9461,29.6023,0.2932,2734.9543,10.0799,  27:26:17,
0.0996,2.9459,29.5719,0.2935,2735.0789,10.0802,  27:26:22,
0.0996,2.9457,29.5819,0.2933,2735.2034,10.0806,  27:26:26,
0.0996,2.9455,29.5609,0.2935,2735.3279,10.0810,  27:26:31,
0.0996,2.9454,29.5784,0.2933,2735.4531,10.0813,  27:26:35,
0.0996,2.9452,29.5692,0.2933,2735.5784,10.0817,  27:26:40,
0.0995,2.9450,29.5866,0.2931,2735.7031,10.0821,  27:26:44,
0.0996,2.9448,29.5560,0.2934,2735.8279,10.0824,  27:26:49,
0.0997,2.9447,29.5356,0.2936,2735.9529,10.0828,  27:26:53,
0.0996,2.9444,29.5621,0.2933,2736.0776,10.0832,  27:26:58,
0.0997,2.9443,29.5413,0.2934,2736.2026,10.0835,  27:27: 2,
0.0996,2.9441,29.5511,0.2933,2736.3276,10.0839,  27:27: 7,
0.0996,2.9439,29.5661,0.2931,2736.4524,10.0843,  27:27:11,
0.0996,2.9437,29.5427,0.2933,2736.5774,10.0847,  27:27:16,
0.0995,2.9435,29.5789,0.2929,2736.7029,10.0850,  27:27:21,
0.0996,2.9434,29.5582,0.2931,2736.8274,10.0854,  27:27:25,
0.0996,2.9432,29.5588,0.2931,2736.9519,10.0858,  27:27:30,
0.0995,2.9430,29.5738,0.2929,2737.0764,10.0861,  27:27:34,
0.0995,2.9428,29.5742,0.2928,2737.2014,10.0865,  27:27:39,
0.0995,2.9426,29.5674,0.2929,2737.3259,10.0869,  27:27:43,
0.0995,2.9424,29.5678,0.2928,2737.4509,10.0872,  27:27:48,
0.0994,2.9423,29.5900,0.2926,2737.5754,10.0876,  27:27:52,
0.0996,2.9421,29.5338,0.2931,2737.7004,10.0880,  27:27:57,
0.0996,2.9419,29.5295,0.2931,2737.8250,10.0883,  27:28: 1,
0.0996,2.9417,29.5371,0.2930,2737.9497,10.0887,  27:28: 6,
0.0995,2.9416,29.5497,0.2928,2738.0742,10.0891,  27:28:10,
0.0996,2.9413,29.5357,0.2929,2738.1987,10.0894,  27:28:15,
0.0995,2.9412,29.5483,0.2928,2738.3235,10.0898,  27:28:19,
0.0997,2.9410,29.5013,0.2932,2738.4482,10.0902,  27:28:24,
0.0997,2.9408,29.5017,0.2931,2738.5730,10.0905,  27:28:28,
0.0995,2.9407,29.5501,0.2926,2738.6978,10.0909,  27:28:33,
0.0997,2.9405,29.4912,0.2932,2738.8223,10.0913,  27:28:37,
0.0996,2.9403,29.5104,0.2929,2738.9470,10.0916,  27:28:42,
0.0996,2.9401,29.5112,0.2929,2739.0715,10.0920,  27:28:46,
0.0996,2.9399,29.5162,0.2928,2739.1960,10.0924,  27:28:51,
0.0996,2.9397,29.5074,0.2929,2739.3218,10.0927,  27:28:55,
0.0994,2.9395,29.5696,0.2922,2739.4470,10.0931,  27:29: 0,
0.0996,2.9393,29.5156,0.2927,2739.5715,10.0935,  27:29: 4,
0.0995,2.9391,29.5349,0.2925,2739.6960,10.0938,  27:29: 9,
0.0996,2.9390,29.5001,0.2928,2739.8210,10.0942,  27:29:13,
0.0996,2.9388,29.5076,0.2927,2739.9460,10.0946,  27:29:18,
0.0996,2.9386,29.5034,0.2927,2740.0706,10.0949,  27:29:22,
0.0996,2.9384,29.4942,0.2927,2740.1953,10.0953,  27:29:27,
0.0996,2.9382,29.4946,0.2927,2740.3203,10.0957,  27:29:31,
0.0996,2.9380,29.5048,0.2926,2740.4451,10.0960,  27:29:36,
0.0996,2.9378,29.4931,0.2926,2740.5698,10.0964,  27:29:40,
0.0995,2.9377,29.5129,0.2924,2740.6943,10.0968,  27:29:45,
0.0995,2.9375,29.5182,0.2923,2740.8188,10.0971,  27:29:49,
0.0996,2.9373,29.5023,0.2924,2740.9434,10.0975,  27:29:54,
0.0995,2.9371,29.5194,0.2922,2741.0681,10.0979,  27:29:58,
0.0994,2.9369,29.5389,0.2920,2741.1931,10.0982,  27:30: 3,
0.0996,2.9367,29.4989,0.2924,2741.3188,10.0986,  27:30: 7,
0.0997,2.9365,29.4495,0.2928,2741.4443,10.0990,  27:30:12,
0.0996,2.9364,29.4692,0.2926,2741.5688,10.0993,  27:30:16,
0.0995,2.9362,29.4981,0.2923,2741.6941,10.0997,  27:30:21,
0.0995,2.9360,29.5033,0.2922,2741.8186,10.1001,  27:30:25,
0.0996,2.9358,29.4706,0.2925,2741.9431,10.1004,  27:30:30,
0.0996,2.9356,29.4616,0.2925,2742.0684,10.1008,  27:30:34,
0.0996,2.9354,29.4858,0.2922,2742.1929,10.1012,  27:30:39,
0.0996,2.9353,29.4841,0.2922,2742.3174,10.1015,  27:30:43,
0.0996,2.9351,29.4796,0.2922,2742.4421,10.1019,  27:30:48,
0.0996,2.9349,29.4544,0.2924,2742.5669,10.1023,  27:30:53,
0.0997,2.9347,29.4286,0.2927,2742.6914,10.1026,  27:30:57,
0.0998,2.9345,29.4102,0.2928,2742.8169,10.1030,  27:31: 2,
0.0996,2.9343,29.4510,0.2924,2742.9419,10.1034,  27:31: 6,
0.0996,2.9341,29.4560,0.2923,2743.0671,10.1037,  27:31:11,
0.0996,2.9339,29.4446,0.2923,2743.1919,10.1041,  27:31:15,
0.0996,2.9338,29.4642,0.2921,2743.3164,10.1045,  27:31:20,
0.0997,2.9336,29.4317,0.2924,2743.4409,10.1048,  27:31:24,
0.0996,2.9334,29.4581,0.2921,2743.5654,10.1052,  27:31:29,
0.0996,2.9332,29.4631,0.2920,2743.6907,10.1056,  27:31:33,
0.0996,2.9330,29.4424,0.2922,2743.8152,10.1059,  27:31:38,
0.0995,2.9328,29.4620,0.2920,2743.9399,10.1063,  27:31:42,
0.0995,2.9326,29.4598,0.2919,2744.0645,10.1067,  27:31:47,
0.0995,2.9324,29.4819,0.2917,2744.1890,10.1070,  27:31:51,
0.0996,2.9323,29.4398,0.2921,2744.3135,10.1074,  27:31:56,
0.0995,2.9321,29.4711,0.2917,2744.4380,10.1077,  27:32: 0,
0.0995,2.9319,29.4571,0.2918,2744.5625,10.1081,  27:32: 5,
0.0996,2.9317,29.4364,0.2920,2744.6873,10.1085,  27:32: 9,
0.0995,2.9315,29.4583,0.2917,2744.8120,10.1089,  27:32:14,
0.0995,2.9313,29.4514,0.2918,2744.9370,10.1092,  27:32:18,
0.0996,2.9311,29.4356,0.2919,2745.0615,10.1096,  27:32:23,
0.0996,2.9309,29.4288,0.2919,2745.1863,10.1100,  27:32:27,
0.0996,2.9308,29.4131,0.2920,2745.3108,10.1103,  27:32:32,
0.0995,2.9306,29.4394,0.2917,2745.4353,10.1107,  27:32:36,
0.0996,2.9304,29.4304,0.2918,2745.5598,10.1110,  27:32:41,
0.0996,2.9302,29.4163,0.2919,2745.6843,10.1114,  27:32:45,
0.0997,2.9300,29.4027,0.2920,2745.8096,10.1118,  27:32:50,
0.0997,2.9298,29.3987,0.2920,2745.9341,10.1121,  27:32:54,
0.0996,2.9296,29.4086,0.2918,2746.0586,10.1125,  27:32:59,
0.0997,2.9294,29.3946,0.2919,2746.1833,10.1129,  27:33: 3,
0.0996,2.9293,29.4050,0.2918,2746.3079,10.1132,  27:33: 8,
0.0996,2.9291,29.4075,0.2917,2746.4331,10.1136,  27:33:12,
0.0996,2.9288,29.4030,0.2917,2746.5574,10.1140,  27:33:17,
0.0997,2.9287,29.3896,0.2918,2746.6821,10.1143,  27:33:21,
0.0996,2.9285,29.4118,0.2916,2746.8081,10.1147,  27:33:26,
0.0995,2.9283,29.4329,0.2913,2746.9331,10.1151,  27:33:30,
0.0995,2.9281,29.4313,0.2913,2747.0579,10.1154,  27:33:35,
0.0995,2.9279,29.4129,0.2915,2747.1824,10.1158,  27:33:39,
0.0996,2.9277,29.4084,0.2915,2747.3069,10.1162,  27:33:44,
0.0995,2.9275,29.4254,0.2913,2747.4314,10.1165,  27:33:48,
0.0996,2.9274,29.3954,0.2915,2747.5559,10.1169,  27:33:53,
0.0996,2.9272,29.3791,0.2916,2747.6804,10.1173,  27:33:57,
0.0995,2.9270,29.4248,0.2912,2747.8054,10.1176,  27:34: 2,
0.0995,2.9268,29.4201,0.2912,2747.9299,10.1180,  27:34: 6,
0.0996,2.9266,29.3851,0.2915,2748.0547,10.1184,  27:34:11,
0.0996,2.9264,29.3737,0.2915,2748.1792,10.1187,  27:34:15,
0.0996,2.9262,29.3791,0.2915,2748.3042,10.1191,  27:34:20,
0.0996,2.9260,29.3889,0.2913,2748.4290,10.1195,  27:34:24,
0.0997,2.9258,29.3583,0.2916,2748.5535,10.1198,  27:34:29,
0.0996,2.9256,29.3613,0.2915,2748.6787,10.1202,  27:34:33,
0.0997,2.9254,29.3570,0.2915,2748.8042,10.1206,  27:34:38,
0.0995,2.9253,29.3954,0.2911,2748.9290,10.1209,  27:34:43,
0.0996,2.9251,29.3580,0.2914,2749.0537,10.1213,  27:34:47,
0.0996,2.9249,29.3584,0.2914,2749.1785,10.1217,  27:34:52,
0.0996,2.9247,29.3730,0.2912,2749.3030,10.1220,  27:34:56,
0.0995,2.9245,29.3851,0.2910,2749.4280,10.1224,  27:35: 1,
0.0996,2.9243,29.3620,0.2912,2749.5532,10.1228,  27:35: 5,
0.0996,2.9241,29.3578,0.2912,2749.6777,10.1231,  27:35:10,
0.0995,2.9239,29.3771,0.2910,2749.8022,10.1235,  27:35:14,
0.0995,2.9237,29.3822,0.2909,2749.9268,10.1239,  27:35:19,
0.0996,2.9235,29.3658,0.2910,2750.0513,10.1242,  27:35:23,
0.0996,2.9233,29.3618,0.2911,2750.1760,10.1246,  27:35:28,
0.0996,2.9231,29.3454,0.2912,2750.3008,10.1250,  27:35:32,
0.0996,2.9230,29.3392,0.2912,2750.4255,10.1253,  27:35:37,
0.0995,2.9227,29.3749,0.2908,2750.5515,10.1257,  27:35:41,
0.0997,2.9226,29.3281,0.2912,2750.6763,10.1261,  27:35:46,
0.0996,2.9223,29.3282,0.2912,2750.8008,10.1264,  27:35:50,
0.0996,2.9222,29.3312,0.2911,2750.9253,10.1268,  27:35:55,
0.0994,2.9220,29.3861,0.2905,2751.0503,10.1272,  27:35:59,
0.0995,2.9218,29.3509,0.2909,2751.1748,10.1275,  27:36: 4,
0.0996,2.9216,29.3301,0.2910,2751.2998,10.1279,  27:36: 8,
0.0996,2.9214,29.3233,0.2910,2751.4243,10.1282,  27:36:13,
0.0996,2.9212,29.3331,0.2909,2751.5488,10.1286,  27:36:17,
0.0995,2.9210,29.3597,0.2906,2751.6733,10.1290,  27:36:22,
0.0995,2.9208,29.3529,0.2906,2751.7979,10.1293,  27:36:26,
0.0995,2.9206,29.3508,0.2906,2751.9224,10.1297,  27:36:31,
0.0995,2.9204,29.3373,0.2907,2752.0469,10.1301,  27:36:35,
0.0995,2.9202,29.3496,0.2906,2752.1716,10.1304,  27:36:40,
0.0996,2.9200,29.3192,0.2908,2752.2961,10.1308,  27:36:44,
0.0996,2.9198,29.3219,0.2908,2752.4214,10.1312,  27:36:49,
0.0996,2.9196,29.3201,0.2907,2752.5466,10.1315,  27:36:53,
0.0997,2.9194,29.2967,0.2909,2752.6711,10.1319,  27:36:58,
0.0996,2.9192,29.2969,0.2909,2752.7957,10.1323,  27:37: 2,
0.0995,2.9190,29.3422,0.2904,2752.9202,10.1326,  27:37: 7,
0.0995,2.9188,29.3307,0.2905,2753.0447,10.1330,  27:37:11,
0.0995,2.9186,29.3240,0.2905,2753.1697,10.1334,  27:37:16,
0.0995,2.9185,29.3224,0.2905,2753.2942,10.1337,  27:37:20,
0.0996,2.9183,29.3110,0.2905,2753.4187,10.1341,  27:37:25,
0.0995,2.9181,29.3303,0.2903,2753.5437,10.1344,  27:37:29,
0.0996,2.9179,29.3021,0.2906,2753.6682,10.1348,  27:37:34,
0.0995,2.9177,29.3382,0.2902,2753.7927,10.1352,  27:37:38,
0.0996,2.9175,29.2962,0.2905,2753.9180,10.1355,  27:37:43,
0.0995,2.9173,29.3295,0.2902,2754.0425,10.1359,  27:37:47,
0.0996,2.9171,29.2991,0.2904,2754.1670,10.1363,  27:37:52,
0.0994,2.9169,29.3422,0.2900,2754.2920,10.1366,  27:37:56,
0.0996,2.9167,29.2784,0.2906,2754.4165,10.1370,  27:38: 1,
0.0995,2.9165,29.2978,0.2903,2754.5410,10.1374,  27:38: 5,
0.0994,2.9163,29.3313,0.2900,2754.6655,10.1377,  27:38:10,
0.0995,2.9161,29.2962,0.2903,2754.7903,10.1381,  27:38:14,
0.0995,2.9159,29.2993,0.2902,2754.9153,10.1385,  27:38:19,
0.0996,2.9157,29.2760,0.2904,2755.0403,10.1388,  27:38:24,
0.0996,2.9155,29.2668,0.2904,2755.1648,10.1392,  27:38:28,
0.0996,2.9153,29.2815,0.2903,2755.2896,10.1396,  27:38:33,
0.0995,2.9151,29.2933,0.2901,2755.4143,10.1399,  27:38:37,
0.0996,2.9149,29.2775,0.2902,2755.5388,10.1403,  27:38:42,
0.0996,2.9147,29.2731,0.2902,2755.6633,10.1406,  27:38:46,
0.0997,2.9145,29.2473,0.2904,2755.7888,10.1410,  27:38:51,
0.0997,2.9143,29.2406,0.2905,2755.9133,10.1414,  27:38:55,
0.0996,2.9141,29.2671,0.2902,2756.0378,10.1417,  27:39: 0,
0.0995,2.9139,29.2933,0.2899,2756.1638,10.1421,  27:39: 4,
0.0996,2.9137,29.2652,0.2901,2756.2883,10.1425,  27:39: 9,
0.0996,2.9135,29.2423,0.2903,2756.4128,10.1428,  27:39:13,
0.0996,2.9133,29.2451,0.2902,2756.5383,10.1432,  27:39:18,
0.0995,2.9132,29.2737,0.2899,2756.6636,10.1436,  27:39:22,
0.0997,2.9129,29.2314,0.2903,2756.7881,10.1439,  27:39:27,
0.0996,2.9127,29.2434,0.2901,2756.9128,10.1443,  27:39:31,
0.0996,2.9125,29.2414,0.2901,2757.0376,10.1447,  27:39:36,
0.0996,2.9123,29.2489,0.2900,2757.1621,10.1450,  27:39:40,
0.0997,2.9121,29.2186,0.2902,2757.2869,10.1454,  27:39:45,
0.0995,2.9119,29.2565,0.2898,2757.4114,10.1458,  27:39:49,
0.0996,2.9117,29.2287,0.2901,2757.5359,10.1461,  27:39:54,
0.0997,2.9115,29.2174,0.2901,2757.6606,10.1465,  27:39:58,
0.0996,2.9113,29.2297,0.2900,2757.7854,10.1469,  27:40: 3,
0.0996,2.9111,29.2273,0.2900,2757.9114,10.1472,  27:40: 7,
0.0996,2.9109,29.2252,0.2899,2758.0366,10.1476,  27:40:12,
0.0996,2.9107,29.2233,0.2899,2758.1611,10.1479,  27:40:16,
0.0996,2.9105,29.2215,0.2899,2758.2859,10.1483,  27:40:21,
0.0997,2.9103,29.2047,0.2900,2758.4106,10.1487,  27:40:25,
0.0996,2.9101,29.2100,0.2899,2758.5356,10.1490,  27:40:30,
0.0997,2.9099,29.1989,0.2900,2758.6602,10.1494,  27:40:34,
0.0996,2.9097,29.2131,0.2898,2758.7847,10.1498,  27:40:39,
0.0996,2.9095,29.2114,0.2898,2758.9092,10.1501,  27:40:43,
0.0996,2.9093,29.2116,0.2898,2759.0337,10.1505,  27:40:48,
0.0997,2.9091,29.1818,0.2900,2759.1597,10.1509,  27:40:52,
0.0997,2.9089,29.1702,0.2901,2759.2844,10.1512,  27:40:57,
0.0996,2.9087,29.2124,0.2896,2759.4089,10.1516,  27:41: 1,
0.0996,2.9085,29.2108,0.2896,2759.5334,10.1520,  27:41: 6,
0.0996,2.9083,29.1901,0.2898,2759.6580,10.1523,  27:41:10,
0.0995,2.9081,29.2185,0.2894,2759.7827,10.1527,  27:41:15,
0.0996,2.9079,29.2094,0.2895,2759.9077,10.1531,  27:41:19,
0.0994,2.9077,29.2451,0.2891,2760.0325,10.1534,  27:41:24,
0.0996,2.9075,29.1792,0.2897,2760.1570,10.1538,  27:41:28,
0.0996,2.9073,29.2031,0.2894,2760.2815,10.1541,  27:41:33,
0.0995,2.9071,29.2176,0.2893,2760.4060,10.1545,  27:41:37,
0.0997,2.9069,29.1664,0.2897,2760.5315,10.1549,  27:41:42,
0.0996,2.9067,29.1805,0.2895,2760.6560,10.1552,  27:41:47,
